id_x,accountId,accountCode,lineItems-productId,lineItems-quantity,lineItems-productName,lastCalculatedDate,lineItems-usagePerPricingBand,lineItems-description,lineItems-meterId,lineItems-usagePerPricingBand-unitPrice,lineItems-planId,id_y,customFields.subsidiaryId,planId,version_x,planTemplateId,productId_x,name_x,code,standingCharge,ordinal,bespoke,minimumSpend,meterId,version_y,productId_y,name_y,meter-code,dataFields,derivedFields,_,IsActive,ProductCode,CPQ_SKU_ID__c,CPQ_SKU_Type__c,CPQ_SKU_Sub_Type__c,Meter_Code__c,Netsuite_Product_Id__c,opportunityId,bundle,bundleCode,netsuiteId
eb859f8c-d0d5-428a-aab6-3ff02250ed11,fd219386-9617-458c-81eb-336758289f31,0010800002oN4wGAAS,63f12e8d-b3c2-4103-8210-84fbbced9362,103,Verification Check,01/11/2022,"[{'pricingBandId': '83d9ecf1-29fe-48c2-8744-31e4cb266d97', 'lowerLimit': 0.0, 'fixedPrice': 0.0, 'unitSubtotal': 95.79, 'unitPrice': 0.93, 'bandUnits': 103, 'bandQuantity': 103, 'bandSubtotal': 95.79}]",document_report_standard_hybrid_count,3062e878-551a-4e93-905e-2185e3abee0f,0.93,6263b104-9756-4960-b259-51e384eeffd0,fd219386-9617-458c-81eb-336758289f31,17.0,6263b104-9756-4960-b259-51e384eeffd0,1,b329a285-20ed-4381-8ecc-4346d30f2de8,63f12e8d-b3c2-4103-8210-84fbbced9362,Checks - Deine Tierwelt Upsell Q4,checks_0060800000v5ry1AAA,0.0,1,False,0.0,3062e878-551a-4e93-905e-2185e3abee0f,2.0,63f12e8d-b3c2-4103-8210-84fbbced9362,document_report_standard_hybrid,document_report_standard_hybrid,"[{'category': 'METADATA', 'code': 'sf_opportunity_id', 'name': 'SF Opportunity ID'}, {'category': 'MEASURE', 'code': 'check_count', 'name': 'Check Count', 'unit': 'check'}]",[],[Product2],True,Document Check - Boost,CPQ_ID_1003,Product SKU,Document Check - Photo,document_report_standard_hybrid,279,,,,
eb859f8c-d0d5-428a-aab6-3ff02250ed11,fd219386-9617-458c-81eb-336758289f31,0010800002oN4wGAAS,63f12e8d-b3c2-4103-8210-84fbbced9362,104,Verification Check,01/11/2022,"[{'pricingBandId': '2e5ac835-7313-4291-b14a-cfd441aa3f85', 'lowerLimit': 0.0, 'fixedPrice': 0.0, 'unitSubtotal': 53.04, 'unitPrice': 0.51, 'bandUnits': 104, 'bandQuantity': 104, 'bandSubtotal': 53.04}]",facial_similarity_report_standard_count,553957a2-018a-4587-91a8-09b253e65ad8,0.51,6263b104-9756-4960-b259-51e384eeffd0,fd219386-9617-458c-81eb-336758289f31,17.0,6263b104-9756-4960-b259-51e384eeffd0,1,b329a285-20ed-4381-8ecc-4346d30f2de8,63f12e8d-b3c2-4103-8210-84fbbced9362,Checks - Deine Tierwelt Upsell Q4,checks_0060800000v5ry1AAA,0.0,1,False,0.0,553957a2-018a-4587-91a8-09b253e65ad8,2.0,63f12e8d-b3c2-4103-8210-84fbbced9362,facial_similarity_report_standard,facial_similarity_report_standard,"[{'category': 'MEASURE', 'code': 'check_count', 'name': 'Check Count', 'unit': 'check'}, {'category': 'METADATA', 'code': 'sf_opportunity_id', 'name': 'SF Opportunity ID'}]",[],[Product2],True,Facial Similarity Check - Selfie Hybrid,CPQ_ID_1012,Product SKU,Facial Similarity Check - Selfie Hybrid,facial_similarity_report_standard,281,,,,
5a626ea1-7267-4176-baf8-1177aa49c285,4182ca1e-f788-4b7d-97ba-e1f5d498ed31,0011p00002kva3gAAA,63f12e8d-b3c2-4103-8210-84fbbced9362,1,Verification Check,01/11/2022,"[{'pricingBandId': 'cc04fb02-7ad2-4164-88c8-864d6ca30e1c', 'lowerLimit': 0.0, 'fixedPrice': 0.0, 'unitSubtotal': 1.5, 'unitPrice': 1.5, 'bandUnits': 1, 'bandQuantity': 1, 'bandSubtotal': 1.5}]",document_report_standard_hybrid_count,3062e878-551a-4e93-905e-2185e3abee0f,1.5,becacb1e-443e-4e56-8730-7877c78c6a3d,4182ca1e-f788-4b7d-97ba-e1f5d498ed31,5.0,becacb1e-443e-4e56-8730-7877c78c6a3d,1,b329a285-20ed-4381-8ecc-4346d30f2de8,63f12e8d-b3c2-4103-8210-84fbbced9362,Checks - Renewal - Auto Created - Q1 2022,checks_0060800000svlXeAAI,0.0,1,False,0.0,3062e878-551a-4e93-905e-2185e3abee0f,2.0,63f12e8d-b3c2-4103-8210-84fbbced9362,document_report_standard_hybrid,document_report_standard_hybrid,"[{'category': 'METADATA', 'code': 'sf_opportunity_id', 'name': 'SF Opportunity ID'}, {'category': 'MEASURE', 'code': 'check_count', 'name': 'Check Count', 'unit': 'check'}]",[],[Product2],True,Document Check - Boost,CPQ_ID_1003,Product SKU,Document Check - Photo,document_report_standard_hybrid,279,,,,
5a626ea1-7267-4176-baf8-1177aa49c285,4182ca1e-f788-4b7d-97ba-e1f5d498ed31,0011p00002kva3gAAA,63f12e8d-b3c2-4103-8210-84fbbced9362,1,Verification Check,01/11/2022,"[{'pricingBandId': '4ac2c34a-34f9-4a62-bc22-eae780650c5c', 'lowerLimit': 0.0, 'fixedPrice': 0.0, 'unitSubtotal': 1, 'unitPrice': 1.0, 'bandUnits': 1, 'bandQuantity': 1, 'bandSubtotal': 1}]",facial_similarity_report_standard_count,553957a2-018a-4587-91a8-09b253e65ad8,1.0,becacb1e-443e-4e56-8730-7877c78c6a3d,4182ca1e-f788-4b7d-97ba-e1f5d498ed31,5.0,becacb1e-443e-4e56-8730-7877c78c6a3d,1,b329a285-20ed-4381-8ecc-4346d30f2de8,63f12e8d-b3c2-4103-8210-84fbbced9362,Checks - Renewal - Auto Created - Q1 2022,checks_0060800000svlXeAAI,0.0,1,False,0.0,553957a2-018a-4587-91a8-09b253e65ad8,2.0,63f12e8d-b3c2-4103-8210-84fbbced9362,facial_similarity_report_standard,facial_similarity_report_standard,"[{'category': 'MEASURE', 'code': 'check_count', 'name': 'Check Count', 'unit': 'check'}, {'category': 'METADATA', 'code': 'sf_opportunity_id', 'name': 'SF Opportunity ID'}]",[],[Product2],True,Facial Similarity Check - Selfie Hybrid,CPQ_ID_1012,Product SKU,Facial Similarity Check - Selfie Hybrid,facial_similarity_report_standard,281,,,,
0488d096-bb57-47af-abe4-a2e27da4b4f9,91bed4fc-a5c0-4384-8385-29b68894abf5,00108000033qG31AAE,63f12e8d-b3c2-4103-8210-84fbbced9362,2,Verification Check,01/11/2022,"[{'pricingBandId': '31167ee6-b671-4b02-8f0c-02fca5e1f164', 'lowerLimit': 0.0, 'fixedPrice': 0.0, 'unitSubtotal': 1.3193169062, 'unitPrice': 0.6596584531, 'bandUnits': 2, 'bandQuantity': 2, 'bandSubtotal': 1.3193169062}]",facial_similarity_report_standard_count,553957a2-018a-4587-91a8-09b253e65ad8,0.66,96b39590-f643-4dd8-80cd-15a787b35f90,91bed4fc-a5c0-4384-8385-29b68894abf5,5.0,96b39590-f643-4dd8-80cd-15a787b35f90,1,b329a285-20ed-4381-8ecc-4346d30f2de8,63f12e8d-b3c2-4103-8210-84fbbced9362,Checks - GlobalBlock - 2022,checks_0060800000xbaCdAAI,0.0,1,False,0.0,553957a2-018a-4587-91a8-09b253e65ad8,2.0,63f12e8d-b3c2-4103-8210-84fbbced9362,facial_similarity_report_standard,facial_similarity_report_standard,"[{'category': 'MEASURE', 'code': 'check_count', 'name': 'Check Count', 'unit': 'check'}, {'category': 'METADATA', 'code': 'sf_opportunity_id', 'name': 'SF Opportunity ID'}]",[],[Product2],True,Facial Similarity Check - Selfie Hybrid,CPQ_ID_1012,Product SKU,Facial Similarity Check - Selfie Hybrid,facial_similarity_report_standard,281,,,,
0488d096-bb57-47af-abe4-a2e27da4b4f9,91bed4fc-a5c0-4384-8385-29b68894abf5,00108000033qG31AAE,63f12e8d-b3c2-4103-8210-84fbbced9362,2,Verification Check,01/11/2022,"[{'pricingBandId': '7d9f8825-d82f-4c16-9603-ebd8ba9d63b2', 'lowerLimit': 0.0, 'fixedPrice': 0.0, 'unitSubtotal': 1.3, 'unitPrice': 0.65, 'bandUnits': 2, 'bandQuantity': 2, 'bandSubtotal': 1.3}]",watchlist_report_aml_count,709ddbca-c0c0-4e02-bfaf-c0295873afbe,0.65,96b39590-f643-4dd8-80cd-15a787b35f90,91bed4fc-a5c0-4384-8385-29b68894abf5,5.0,96b39590-f643-4dd8-80cd-15a787b35f90,1,b329a285-20ed-4381-8ecc-4346d30f2de8,63f12e8d-b3c2-4103-8210-84fbbced9362,Checks - GlobalBlock - 2022,checks_0060800000xbaCdAAI,0.0,1,False,0.0,709ddbca-c0c0-4e02-bfaf-c0295873afbe,2.0,63f12e8d-b3c2-4103-8210-84fbbced9362,watchlist_report_aml,watchlist_report_aml,"[{'category': 'MEASURE', 'code': 'check_count', 'name': 'Check Count', 'unit': 'check'}, {'category': 'METADATA', 'code': 'sf_opportunity_id', 'name': 'SF Opportunity ID'}]",[],[Product2],True,Watchlist - AML,CPQ_ID_1172,Product SKU,Watchlist - AML,watchlist_report_aml,3653,,,,
0488d096-bb57-47af-abe4-a2e27da4b4f9,91bed4fc-a5c0-4384-8385-29b68894abf5,00108000033qG31AAE,63f12e8d-b3c2-4103-8210-84fbbced9362,2,Verification Check,01/11/2022,"[{'pricingBandId': 'f020b6b3-c1b9-4d63-8f78-79a275c0a20a', 'lowerLimit': 0.0, 'fixedPrice': 0.0, 'unitSubtotal': 2.4, 'unitPrice': 1.2, 'bandUnits': 2, 'bandQuantity': 2, 'bandSubtotal': 2.4}]",document_report_standard_hybrid_count,3062e878-551a-4e93-905e-2185e3abee0f,1.2,96b39590-f643-4dd8-80cd-15a787b35f90,91bed4fc-a5c0-4384-8385-29b68894abf5,5.0,96b39590-f643-4dd8-80cd-15a787b35f90,1,b329a285-20ed-4381-8ecc-4346d30f2de8,63f12e8d-b3c2-4103-8210-84fbbced9362,Checks - GlobalBlock - 2022,checks_0060800000xbaCdAAI,0.0,1,False,0.0,3062e878-551a-4e93-905e-2185e3abee0f,2.0,63f12e8d-b3c2-4103-8210-84fbbced9362,document_report_standard_hybrid,document_report_standard_hybrid,"[{'category': 'METADATA', 'code': 'sf_opportunity_id', 'name': 'SF Opportunity ID'}, {'category': 'MEASURE', 'code': 'check_count', 'name': 'Check Count', 'unit': 'check'}]",[],[Product2],True,Document Check - Boost,CPQ_ID_1003,Product SKU,Document Check - Photo,document_report_standard_hybrid,279,,,,
29abea32-d8c2-4fe3-90cf-b6857b03c9e4,bcefc9cc-0d05-4560-b59a-c8b8101924c3,0011p00002eoHvHAAU,63f12e8d-b3c2-4103-8210-84fbbced9362,1,Verification Check,01/11/2022,"[{'pricingBandId': '67890ade-ba8c-47cc-a60d-5ca4210d19d6', 'lowerLimit': 0.0, 'fixedPrice': 0.0, 'unitSubtotal': 0.49, 'unitPrice': 0.49, 'bandUnits': 1, 'bandQuantity': 1, 'bandSubtotal': 0.49}]",watchlist_report_KYC_count,04772d2a-c6bb-4a5a-bfe1-25adc29a2ccb,0.49,a28630c9-9df3-4168-bd30-808506dede71,bcefc9cc-0d05-4560-b59a-c8b8101924c3,5.0,a28630c9-9df3-4168-bd30-808506dede71,1,b329a285-20ed-4381-8ecc-4346d30f2de8,63f12e8d-b3c2-4103-8210-84fbbced9362,Checks - Vaultoro-Auto-Renewal-May-2022,checks_0060800000ypOg8AAE,0.0,1,False,0.0,04772d2a-c6bb-4a5a-bfe1-25adc29a2ccb,2.0,63f12e8d-b3c2-4103-8210-84fbbced9362,watchlist_report_KYC,watchlist_report_kyc,"[{'category': 'METADATA', 'code': 'sf_opportunity_id', 'name': 'SF Opportunity ID'}, {'category': 'MEASURE', 'code': 'check_count', 'name': 'Check Count', 'unit': 'check'}]",[],,,,,,,,0,,,,
29abea32-d8c2-4fe3-90cf-b6857b03c9e4,bcefc9cc-0d05-4560-b59a-c8b8101924c3,0011p00002eoHvHAAU,63f12e8d-b3c2-4103-8210-84fbbced9362,1,Verification Check,01/11/2022,"[{'pricingBandId': '63548d7f-1e62-4007-8db4-2a1ff41956d2', 'lowerLimit': 0.0, 'fixedPrice': 0.0, 'unitSubtotal': 0.71, 'unitPrice': 0.71, 'bandUnits': 1, 'bandQuantity': 1, 'bandSubtotal': 0.71}]",facial_similarity_report_standard_count,553957a2-018a-4587-91a8-09b253e65ad8,0.71,a28630c9-9df3-4168-bd30-808506dede71,bcefc9cc-0d05-4560-b59a-c8b8101924c3,5.0,a28630c9-9df3-4168-bd30-808506dede71,1,b329a285-20ed-4381-8ecc-4346d30f2de8,63f12e8d-b3c2-4103-8210-84fbbced9362,Checks - Vaultoro-Auto-Renewal-May-2022,checks_0060800000ypOg8AAE,0.0,1,False,0.0,553957a2-018a-4587-91a8-09b253e65ad8,2.0,63f12e8d-b3c2-4103-8210-84fbbced9362,facial_similarity_report_standard,facial_similarity_report_standard,"[{'category': 'MEASURE', 'code': 'check_count', 'name': 'Check Count', 'unit': 'check'}, {'category': 'METADATA', 'code': 'sf_opportunity_id', 'name': 'SF Opportunity ID'}]",[],[Product2],True,Facial Similarity Check - Selfie Hybrid,CPQ_ID_1012,Product SKU,Facial Similarity Check - Selfie Hybrid,facial_similarity_report_standard,281,,,,
29abea32-d8c2-4fe3-90cf-b6857b03c9e4,bcefc9cc-0d05-4560-b59a-c8b8101924c3,0011p00002eoHvHAAU,63f12e8d-b3c2-4103-8210-84fbbced9362,1,Verification Check,01/11/2022,"[{'pricingBandId': '423432ba-3c5f-4a36-8c62-ca172b32938c', 'lowerLimit': 0.0, 'fixedPrice': 0.0, 'unitSubtotal': 1.5, 'unitPrice': 1.5, 'bandUnits': 1, 'bandQuantity': 1, 'bandSubtotal': 1.5}]",document_report_standard_hybrid_count,3062e878-551a-4e93-905e-2185e3abee0f,1.5,a28630c9-9df3-4168-bd30-808506dede71,bcefc9cc-0d05-4560-b59a-c8b8101924c3,5.0,a28630c9-9df3-4168-bd30-808506dede71,1,b329a285-20ed-4381-8ecc-4346d30f2de8,63f12e8d-b3c2-4103-8210-84fbbced9362,Checks - Vaultoro-Auto-Renewal-May-2022,checks_0060800000ypOg8AAE,0.0,1,False,0.0,3062e878-551a-4e93-905e-2185e3abee0f,2.0,63f12e8d-b3c2-4103-8210-84fbbced9362,document_report_standard_hybrid,document_report_standard_hybrid,"[{'category': 'METADATA', 'code': 'sf_opportunity_id', 'name': 'SF Opportunity ID'}, {'category': 'MEASURE', 'code': 'check_count', 'name': 'Check Count', 'unit': 'check'}]",[],[Product2],True,Document Check - Boost,CPQ_ID_1003,Product SKU,Document Check - Photo,document_report_standard_hybrid,279,,,,
